chapter_id,part_number,chapter_number,title,title_tsv
827,4,163,u Sexually Transmitted Infections,infections sexually transmitted u
828,4,164,u Orientation to the ­Consideration of Inborn Errors of Immunity,consideration errors immunity inborn of orientation the to u
829,4,164,u Orientation to the ­Consideration of Inborn Errors of Immunity,consideration errors immunity inborn of orientation the to u
830,4,164,u Orientation to the ­Consideration of Inborn Errors of Immunity,consideration errors immunity inborn of orientation the to u
831,4,164,u Orientation to the ­Consideration of Inborn Errors of Immunity,consideration errors immunity inborn of orientation the to u
832,4,164,u Orientation to the ­Consideration of Inborn Errors of Immunity,consideration errors immunity inborn of orientation the to u
833,4,165,u T-Cell and Combined Deficiencies,and cell combined deficiencies t u
834,4,165,u T-Cell and Combined Deficiencies,and cell combined deficiencies t u
835,4,165,u T-Cell and Combined Deficiencies,and cell combined deficiencies t u
836,4,165,u T-Cell and Combined Deficiencies,and cell combined deficiencies t u
837,4,165,u T-Cell and Combined Deficiencies,and cell combined deficiencies t u
838,4,165,u T-Cell and Combined Deficiencies,and cell combined deficiencies t u
839,4,165,u T-Cell and Combined Deficiencies,and cell combined deficiencies t u
840,4,166,u B-Cell and Antibody Deficiencies,and antibody b cell deficiencies u
841,4,166,u B-Cell and Antibody Deficiencies,and antibody b cell deficiencies u
842,4,166,u B-Cell and Antibody Deficiencies,and antibody b cell deficiencies u
843,4,166,u B-Cell and Antibody Deficiencies,and antibody b cell deficiencies u
844,4,166,u B-Cell and Antibody Deficiencies,and antibody b cell deficiencies u
845,4,167,u Natural Killer Cells,cells killer natural u
846,4,167,u Natural Killer Cells,cells killer natural u
847,4,168,u Neutrophils 1291,1291 neutrophils u
848,4,169,u Eosinophils,eosinophils u
849,4,169,u Eosinophils,eosinophils u
850,4,170,u Disorders of Phagocyte Function,disorders function of phagocyte u
851,4,170,u Disorders of Phagocyte Function,disorders function of phagocyte u
852,4,170,u Disorders of Phagocyte Function,disorders function of phagocyte u
853,4,170,u Disorders of Phagocyte Function,disorders function of phagocyte u
854,4,171,u Leukopenia,leukopenia u
855,4,171,u Leukopenia,leukopenia u
856,4,171,u Leukopenia,leukopenia u
857,4,171,u Leukopenia,leukopenia u
858,4,172,u Leukocytosis 1313,1313 leukocytosis u
859,4,173,u Complement System,complement system u
860,4,173,u Complement System,complement system u
861,4,173,u Complement System,complement system u
862,4,173,u Complement System,complement system u
863,4,173,u Complement System,complement system u
864,4,174,u Immune Dysregulation 1325,1325 dysregulation immune u
865,4,174,u Immune Dysregulation 1327,1327 dysregulation immune u
866,4,174,u Immune Dysregulation 1329,1329 dysregulation immune u
867,4,174,u Immune Dysregulation 1331,1331 dysregulation immune u
868,4,174,u Immune Dysregulation 1333,1333 dysregulation immune u
869,4,175,u Defects of Innate Immunity,defects immunity innate of u
870,4,175,u Defects of Innate Immunity,defects immunity innate of u
871,4,175,u Defects of Innate Immunity,defects immunity innate of u
872,4,175,u Defects of Innate Immunity,defects immunity innate of u
873,4,175,u Defects of Innate Immunity,defects immunity innate of u
874,4,176,u Approaches to Treatment of Primary Immune ­Deficiency Diseases,approaches deficiency diseases immune of primary to treatment u
875,5,176,u Approaches to Treatment of Primary Immune ­Deficiency Diseases,approaches deficiency diseases immune of primary to treatment u
876,5,176,u Approaches to Treatment of Primary Immune ­Deficiency Diseases,approaches deficiency diseases immune of primary to treatment u
877,5,177,u Principles and Clinical Indications of Hematopoietic Stem Cell Transplantation 1351,1351 and cell clinical hematopoietic indications of principles stem transplantation u
878,5,177,u Principles and Clinical Indications of Hematopoietic Stem Cell Transplantation 1353,1353 and cell clinical hematopoietic indications of principles stem transplantation u
879,5,178,u Hematopoietic Stem Cell Transplantation from Alternative Sources and Donors,alternative and cell donors from hematopoietic sources stem transplantation u
880,5,179,"u Graft-­Versus-­Host ­Disease, Rejection, and Venoocclusive Disease",and disease graft host rejection u venoocclusive versus
881,5,179,"u Graft-­Versus-­Host ­Disease, Rejection, and Venoocclusive Disease",and disease graft host rejection u venoocclusive versus
882,5,180,u Infectious Complications of Hematopoietic Stem Cell Transplantation,cell complications hematopoietic infectious of stem transplantation u
883,5,180,u Infectious Complications of Hematopoietic Stem Cell Transplantation,cell complications hematopoietic infectious of stem transplantation u
884,5,181,u Late Effects of ­Hematopoietic Stem Cell Transplantation,cell effects hematopoietic late of stem transplantation u
885,5,182,u Allergy and the Immunologic Basis of Atopic Disease,allergy and atopic basis disease immunologic of the u
886,5,182,u Allergy and the Immunologic Basis of Atopic Disease,allergy and atopic basis disease immunologic of the u
887,5,182,u Allergy and the Immunologic Basis of Atopic Disease,allergy and atopic basis disease immunologic of the u
888,5,182,u Allergy and the Immunologic Basis of Atopic Disease,allergy and atopic basis disease immunologic of the u
889,5,183,u Diagnosis of Allergic Disease,allergic diagnosis disease of u
890,5,183,u Diagnosis of Allergic Disease,allergic diagnosis disease of u
891,5,183,u Diagnosis of Allergic Disease,allergic diagnosis disease of u
892,5,184,u Allergic Rhinitis,allergic rhinitis u
893,5,184,u Allergic Rhinitis,allergic rhinitis u
894,5,184,u Allergic Rhinitis,allergic rhinitis u
895,5,184,u Allergic Rhinitis,allergic rhinitis u
896,5,184,u Allergic Rhinitis,allergic rhinitis u
897,5,185,u Childhood Asthma 1387,1387 asthma childhood u
898,5,185,u Childhood Asthma 1389,1389 asthma childhood u
899,5,185,u Childhood Asthma 1391,1391 asthma childhood u
900,5,185,u Childhood Asthma 1393,1393 asthma childhood u
901,5,185,u Childhood Asthma 1395,1395 asthma childhood u
902,5,185,u Childhood Asthma 1397,1397 asthma childhood u
903,5,185,u Childhood Asthma 1399,1399 asthma childhood u
904,5,185,u Childhood Asthma 1401,1401 asthma childhood u
905,5,185,u Childhood Asthma 1403,1403 asthma childhood u
906,5,185,u Childhood Asthma 1405,1405 asthma childhood u
907,5,185,u Childhood Asthma 1407,1407 asthma childhood u
908,5,185,u Childhood Asthma 1409,1409 asthma childhood u
909,5,186,u Atopic Dermatitis (Atopic Eczema) 1411,1411 atopic dermatitis eczema u
910,5,186,u Atopic Dermatitis (Atopic Eczema) 1413,1413 atopic dermatitis eczema u
911,5,186,u Atopic Dermatitis (Atopic Eczema) 1415,1415 atopic dermatitis eczema u
912,5,186,u Atopic Dermatitis (Atopic Eczema) 1417,1417 atopic dermatitis eczema u
913,5,187,u Insect Allergy,allergy insect u
914,5,187,u Insect Allergy,allergy insect u
915,5,188,u Ocular Allergies,allergies ocular u
916,5,188,u Ocular Allergies,allergies ocular u
917,5,189,u Urticaria (Hives) and Angioedema,and angioedema hives u urticaria
918,5,189,u Urticaria (Hives) and Angioedema,and angioedema hives u urticaria
919,5,189,u Urticaria (Hives) and Angioedema,and angioedema hives u urticaria
920,5,189,u Urticaria (Hives) and Angioedema,and angioedema hives u urticaria
921,5,190,u Anaphylaxis,anaphylaxis u
922,5,190,u Anaphylaxis,anaphylaxis u
923,5,190,u Anaphylaxis,anaphylaxis u
924,5,191,u Serum Sickness,serum sickness u
925,5,192,u Food Allergy and Adverse Reactions to Foods 1443,1443 adverse allergy and food foods reactions to u
926,5,192,u Food Allergy and Adverse Reactions to Foods 1445,1445 adverse allergy and food foods reactions to u
927,5,192,u Food Allergy and Adverse Reactions to Foods 1447,1447 adverse allergy and food foods reactions to u
928,5,192,u Food Allergy and Adverse Reactions to Foods 1449,1449 adverse allergy and food foods reactions to u
929,5,192,u Food Allergy and Adverse Reactions to Foods 1451,1451 adverse allergy and food foods reactions to u
930,5,193,u Adverse and Allergic Reactions to Drugs,adverse allergic and drugs reactions to u
931,5,193,u Adverse and Allergic Reactions to Drugs,adverse allergic and drugs reactions to u
932,5,193,u Adverse and Allergic Reactions to Drugs,adverse allergic and drugs reactions to u
933,5,193,u Adverse and Allergic Reactions to Drugs,adverse allergic and drugs reactions to u
934,5,194,u Evaluation of Suspected Rheumatic Disease,disease evaluation of rheumatic suspected u
935,5,194,u Evaluation of Suspected Rheumatic Disease,disease evaluation of rheumatic suspected u
936,5,195,u Treatment of Rheumatic Diseases,diseases of rheumatic treatment u
937,5,195,u Treatment of Rheumatic Diseases,diseases of rheumatic treatment u
938,5,195,u Treatment of Rheumatic Diseases,diseases of rheumatic treatment u
939,5,196,u Juvenile Idiopathic Arthritis 1471,1471 arthritis idiopathic juvenile u
940,5,196,u Juvenile Idiopathic Arthritis 1473,1473 arthritis idiopathic juvenile u
941,5,196,u Juvenile Idiopathic Arthritis 1475,1475 arthritis idiopathic juvenile u
942,5,196,u Juvenile Idiopathic Arthritis 1477,1477 arthritis idiopathic juvenile u
943,5,196,u Juvenile Idiopathic Arthritis 1479,1479 arthritis idiopathic juvenile u
944,5,196,u Juvenile Idiopathic Arthritis 1481,1481 arthritis idiopathic juvenile u
945,5,197,u Ankylosing Spondylitis and Other Spondyloarthritides,and ankylosing other spondylitis spondyloarthritides u
946,5,197,u Ankylosing Spondylitis and Other Spondyloarthritides,and ankylosing other spondylitis spondyloarthritides u
947,5,197,u Ankylosing Spondylitis and Other Spondyloarthritides,and ankylosing other spondylitis spondyloarthritides u
948,5,198,u Reactive and Postinfectious Arthritis,and arthritis postinfectious reactive u
949,5,199,u Systemic Lupus Erythematosus 1491,1491 erythematosus lupus systemic u
950,5,199,u Systemic Lupus Erythematosus 1493,1493 erythematosus lupus systemic u
951,5,199,u Systemic Lupus Erythematosus 1495,1495 erythematosus lupus systemic u
952,5,199,u Systemic Lupus Erythematosus 1497,1497 erythematosus lupus systemic u
953,5,199,u Systemic Lupus Erythematosus 1499,1499 erythematosus lupus systemic u
954,5,200,u Juvenile Dermatomyositis,dermatomyositis juvenile u
955,5,200,u Juvenile Dermatomyositis,dermatomyositis juvenile u
956,5,200,u Juvenile Dermatomyositis,dermatomyositis juvenile u
957,5,201,u Scleroderma and Raynaud Phenomenon,and phenomenon raynaud scleroderma u
958,5,201,u Scleroderma and Raynaud Phenomenon,and phenomenon raynaud scleroderma u
959,5,201,u Scleroderma and Raynaud Phenomenon,and phenomenon raynaud scleroderma u
960,5,201,u Scleroderma and Raynaud Phenomenon,and phenomenon raynaud scleroderma u
961,5,202,u Behçet Disease,behçet disease u
962,5,203,u Sjögren Syndrome 1517,1517 sjögren syndrome u
963,5,205,u Interferonopathies,interferonopathies u
964,5,205,u Interferonopathies,interferonopathies u
965,5,205,u Interferonopathies,interferonopathies u
966,5,206,u Amyloidosis 1537,1537 amyloidosis u
967,5,207,u Macrophage Activation Syndrome,activation macrophage syndrome u
968,5,208,u Kawasaki Disease,disease kawasaki u
969,5,208,u Kawasaki Disease,disease kawasaki u
970,5,208,u Kawasaki Disease,disease kawasaki u
971,5,208,u Kawasaki Disease,disease kawasaki u
972,5,209,u Sarcoidosis 1549,1549 sarcoidosis u
973,5,209,u Sarcoidosis 1551,1551 sarcoidosis u
974,5,210,u Vasculitis Syndromes,syndromes u vasculitis
975,5,210,u Vasculitis Syndromes,syndromes u vasculitis
976,5,210,u Vasculitis Syndromes,syndromes u vasculitis
977,5,210,u Vasculitis Syndromes,syndromes u vasculitis
978,5,210,u Vasculitis Syndromes,syndromes u vasculitis
979,5,210,u Vasculitis Syndromes,syndromes u vasculitis
980,5,210,u Vasculitis Syndromes,syndromes u vasculitis
981,5,211,u Musculoskeletal Pain Syndromes,musculoskeletal pain syndromes u
982,5,211,u Musculoskeletal Pain Syndromes,musculoskeletal pain syndromes u
983,5,211,u Musculoskeletal Pain Syndromes,musculoskeletal pain syndromes u
984,5,211,u Musculoskeletal Pain Syndromes,musculoskeletal pain syndromes u
985,5,212,u Chronic Overlapping Pain Conditions,chronic conditions overlapping pain u
986,5,212,u Chronic Overlapping Pain Conditions,chronic conditions overlapping pain u
987,5,212,u Chronic Overlapping Pain Conditions,chronic conditions overlapping pain u
988,5,213,u Miscellaneous Conditions Associated with Arthritis,arthritis associated conditions miscellaneous u with
989,5,215,u Immunization Practices,immunization practices u
990,5,215,u Immunization Practices,immunization practices u
991,5,215,u Immunization Practices,immunization practices u
992,5,215,u Immunization Practices,immunization practices u
993,5,215,u Immunization Practices,immunization practices u
994,5,215,u Immunization Practices,immunization practices u
995,5,215,u Immunization Practices,immunization practices u
996,5,215,u Immunization Practices,immunization practices u
997,5,215,u Immunization Practices,immunization practices u
998,5,215,u Immunization Practices,immunization practices u
999,5,215,u Immunization Practices,immunization practices u
1000,5,215,u Immunization Practices,immunization practices u
1001,5,215,u Immunization Practices,immunization practices u
1002,5,215,u Immunization Practices,immunization practices u
1003,5,215,u Immunization Practices,immunization practices u
1004,5,215,u Immunization Practices,immunization practices u
1005,5,215,u Immunization Practices,immunization practices u
1006,5,215,u Immunization Practices,immunization practices u
1007,5,216,u Infection Prevention and Control,and control infection prevention u
1008,5,217,u Childcare and Communicable Diseases,and childcare communicable diseases u
1009,5,217,u Childcare and Communicable Diseases,and childcare communicable diseases u
1010,5,217,u Childcare and Communicable Diseases,and childcare communicable diseases u
1011,5,218,u Health Advice for Children Traveling Internationally,advice children for health internationally traveling u
1012,5,218,u Health Advice for Children Traveling Internationally,advice children for health internationally traveling u
1013,5,218,u Health Advice for Children Traveling Internationally,advice children for health internationally traveling u
1014,5,320,for,for
1015,5,320,for,for
1016,5,218,u Health Advice for Children Traveling Internationally,advice children for health internationally traveling u
1017,5,218,u Health Advice for Children Traveling Internationally,advice children for health internationally traveling u
1018,5,218,u Health Advice for Children Traveling Internationally,advice children for health internationally traveling u
1019,5,218,u Health Advice for Children Traveling Internationally,advice children for health internationally traveling u
1020,5,219,u Fever,fever u
1021,5,220,u Fever Without a Focus in the Neonate and Young Infant,a and fever focus in infant neonate the u without young
1022,5,220,u Fever Without a Focus in the Neonate and Young Infant,a and fever focus in infant neonate the u without young
1023,5,221,u Fever in the Older Child,child fever in older the u
1024,5,221,u Fever in the Older Child,child fever in older the u
1025,5,222,u Fever of Unknown Origin,fever of origin u unknown
1026,5,222,u Fever of Unknown Origin,fever of origin u unknown
1027,5,222,u Fever of Unknown Origin,fever of origin u unknown
1028,5,222,u Fever of Unknown Origin,fever of origin u unknown
1029,5,222,u Fever of Unknown Origin,fever of origin u unknown
1030,5,223,u Infections in Immunocompromised Persons,immunocompromised in infections persons u
1031,5,223,u Infections in Immunocompromised Persons,immunocompromised in infections persons u
1032,5,223,u Infections in Immunocompromised Persons,immunocompromised in infections persons u
1033,5,223,u Infections in Immunocompromised Persons,immunocompromised in infections persons u
1034,5,224,u Infection Associated with Medical Devices,associated devices infection medical u with
1035,5,224,u Infection Associated with Medical Devices,associated devices infection medical u with
1036,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1037,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1038,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1039,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1040,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1041,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1042,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1043,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1044,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1045,5,225,u Principles of Antibacterial Therapy,antibacterial of principles therapy u
1046,5,226,u Antimicrobial Stewardship,antimicrobial stewardship u
1047,5,227,u Staphylococcus,staphylococcus u
1048,5,227,u Staphylococcus,staphylococcus u
1049,5,227,u Staphylococcus,staphylococcus u
1050,5,227,u Staphylococcus,staphylococcus u
1051,5,228,u Streptococcus pneumoniae (Pneumococcus),pneumococcus pneumoniae streptococcus u
1052,5,228,u Streptococcus pneumoniae (Pneumococcus),pneumococcus pneumoniae streptococcus u
1053,5,228,u Streptococcus pneumoniae (Pneumococcus),pneumococcus pneumoniae streptococcus u
1054,5,229,u Group A Streptococcus,a group streptococcus u
1055,5,229,u Group A Streptococcus,a group streptococcus u
1056,5,229,u Group A Streptococcus,a group streptococcus u
1057,5,229,u Group A Streptococcus,a group streptococcus u
1058,5,229,u Group A Streptococcus,a group streptococcus u
1059,5,230,u Group B Streptococcus,b group streptococcus u
1060,5,230,u Group B Streptococcus,b group streptococcus u
1061,5,231,u Non–Group A or B Streptococci,a b group non or streptococci u
1062,5,232,u Enterococcus,enterococcus u
1063,5,233,u Diphtheria (Corynebacterium diphtheriae) 1725,1725 corynebacterium diphtheria diphtheriae u
1064,5,233,u Diphtheria (Corynebacterium diphtheriae) 1727,1727 corynebacterium diphtheria diphtheriae u
1065,5,234,u Listeria monocytogenes,listeria monocytogenes u
1066,5,234,u Listeria monocytogenes,listeria monocytogenes u
1067,5,235,u Actinomyces,actinomyces u
1068,5,236,u Nocardia 1735,1735 nocardia u
1069,5,237,u Neisseria meningitidis (Meningococcus),meningitidis meningococcus neisseria u
1070,5,237,u Neisseria meningitidis (Meningococcus),meningitidis meningococcus neisseria u
1071,5,237,u Neisseria meningitidis (Meningococcus),meningitidis meningococcus neisseria u
1072,5,237,u Neisseria meningitidis (Meningococcus),meningitidis meningococcus neisseria u
1073,5,237,u Neisseria meningitidis (Meningococcus),meningitidis meningococcus neisseria u
1074,5,238,u Neisseria gonorrhoeae (Gonococcus) 1747,1747 gonococcus gonorrhoeae neisseria u
1075,5,238,u Neisseria gonorrhoeae (Gonococcus),gonococcus gonorrhoeae neisseria u
1076,5,238,u Neisseria gonorrhoeae (Gonococcus),gonococcus gonorrhoeae neisseria u
1077,5,239,u Kingella kingae,kingae kingella u
1078,5,240,u Haemophilus influenzae,haemophilus influenzae u
1079,5,240,u Haemophilus influenzae,haemophilus influenzae u
1080,5,242,u Moraxella catarrhalis,catarrhalis moraxella u
1081,5,243,u Pertussis (Bordetella pertussis and Bordetella parapertussis) 1761,1761 and bordetella parapertussis pertussis u
1082,5,243,u Pertussis (Bordetella pertussis and Bordetella parapertussis) 1763,1763 and bordetella parapertussis pertussis u
1083,5,244,u Salmonella,salmonella u
1084,5,244,u Salmonella,salmonella u
1085,5,244,u Salmonella,salmonella u
1086,5,244,u Salmonella,salmonella u
1087,5,244,u Salmonella,salmonella u
1088,5,244,u Salmonella,salmonella u
1089,5,245,u Shigella,shigella u
1090,5,245,u Shigella,shigella u
1091,5,246,u Escherichia coli,coli escherichia u
1092,5,246,u Escherichia coli,coli escherichia u
1093,5,247,u Cholera 1785,1785 cholera u
1094,5,247,u Cholera 1787,1787 cholera u
1095,5,248,u Campylobacter 1789,1789 campylobacter u
1096,5,248,u Campylobacter 1791,1791 campylobacter u
1097,5,249,u Yersinia,u yersinia
1098,5,249,u Yersinia,u yersinia
1099,5,250,u Aeromonas and Plesiomonas 1797,1797 aeromonas and plesiomonas u
1100,5,251,"u Pseudomonas, Burkholderia, and Stenotrophomonas 1799",1799 and burkholderia pseudomonas stenotrophomonas u
1101,5,251,"u Pseudomonas, Burkholderia, and Stenotrophomonas 1801",1801 and burkholderia pseudomonas stenotrophomonas u
1102,5,252,u Tularemia (Francisella tularensis),francisella tularemia tularensis u
1103,5,252,u Tularemia (Francisella tularensis),francisella tularemia tularensis u
1104,6,253,u Brucella,brucella u
1105,6,253,u Brucella,brucella u
1106,6,254,u Legionella,legionella u
1107,6,255,u Bartonella,bartonella u
1108,6,255,u Bartonella,bartonella u
1109,6,256,u Botulism (Clostridium botulinum),botulinum botulism clostridium u
1110,6,256,u Botulism (Clostridium botulinum),botulinum botulism clostridium u
1111,6,257,u Tetanus (Clostridium tetani),clostridium tetani tetanus u
1112,6,257,u Tetanus (Clostridium tetani),clostridium tetani tetanus u
1113,6,258,u Clostridioides difficile Infection,clostridioides difficile infection u
1114,6,258,u Clostridioides difficile Infection,clostridioides difficile infection u
1115,6,259,u Other Anaerobic Infections,anaerobic infections other u
1116,6,260,u Principles of Antimycobacterial Therapy,antimycobacterial of principles therapy u
1117,6,260,u Principles of Antimycobacterial Therapy,antimycobacterial of principles therapy u
1118,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1119,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1120,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1121,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1122,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1123,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1124,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1125,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1126,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1127,6,261,u Tuberculosis (Mycobacterium tuberculosis),mycobacterium tuberculosis u
1128,6,262,u Hansen Disease (Mycobacterium leprae),disease hansen leprae mycobacterium u
1129,6,262,u Hansen Disease (Mycobacterium leprae),disease hansen leprae mycobacterium u
1130,6,262,u Hansen Disease (Mycobacterium leprae),disease hansen leprae mycobacterium u
1131,6,263,u Nontuberculous Mycobacteria,mycobacteria nontuberculous u
1132,6,263,u Nontuberculous Mycobacteria,mycobacteria nontuberculous u
1133,6,263,u Nontuberculous Mycobacteria,mycobacteria nontuberculous u
1134,6,264,u Syphilis (Treponema pallidum),pallidum syphilis treponema u
1135,6,264,u Syphilis (Treponema pallidum),pallidum syphilis treponema u
1136,6,264,u Syphilis (Treponema pallidum),pallidum syphilis treponema u
1137,6,264,u Syphilis (Treponema pallidum),pallidum syphilis treponema u
1138,6,264,u Syphilis (Treponema pallidum),pallidum syphilis treponema u
1139,6,265,u Nonvenereal Treponemal Infections,infections nonvenereal treponemal u
1140,6,266,u Leptospira 1879,1879 leptospira u
1141,6,268,u Lyme Disease (Borrelia burgdorferi),borrelia burgdorferi disease lyme u
1142,6,268,u Lyme Disease (Borrelia burgdorferi),borrelia burgdorferi disease lyme u
1143,6,268,u Lyme Disease (Borrelia burgdorferi),borrelia burgdorferi disease lyme u
1144,6,269,u Mycoplasma pneumoniae,mycoplasma pneumoniae u
1145,6,269,u Mycoplasma pneumoniae,mycoplasma pneumoniae u
1146,6,270,u Genital Mycoplasmas,genital mycoplasmas u
1147,6,271,u Chlamydia pneumoniae,chlamydia pneumoniae u
1148,6,272,u Chlamydia trachomatis 1895,1895 chlamydia trachomatis u
1149,6,273,u Psittacosis (Chlamydia psittaci) 1897,1897 chlamydia psittaci psittacosis u
1150,6,274,u Spotted Fever Group Rickettsioses,fever group rickettsioses spotted u
1151,6,274,u Spotted Fever Group Rickettsioses,fever group rickettsioses spotted u
1152,6,274,u Spotted Fever Group Rickettsioses,fever group rickettsioses spotted u
1153,6,274,u Spotted Fever Group Rickettsioses,fever group rickettsioses spotted u
1154,6,274,u Spotted Fever Group Rickettsioses,fever group rickettsioses spotted u
1155,6,276,u Typhus Group Rickettsioses,group rickettsioses typhus u
1156,6,277,u Ehrlichiosis and Anaplasmosis,anaplasmosis and ehrlichiosis u
1157,6,277,u Ehrlichiosis and Anaplasmosis,anaplasmosis and ehrlichiosis u
1158,6,277,u Ehrlichiosis and Anaplasmosis,anaplasmosis and ehrlichiosis u
1159,6,278,u Q Fever (Coxiella burnetii),burnetii coxiella fever q u
1160,6,279,u Principles of Antifungal Therapy,antifungal of principles therapy u
1161,6,279,u Principles of Antifungal Therapy,antifungal of principles therapy u
1162,6,280,u Candida 1921,1921 candida u
1163,6,280,u Candida 1923,1923 candida u
1164,6,281,u Cryptococcus neoformans and Cryptococcus gattii 1925,1925 and cryptococcus gattii neoformans u
1165,6,281,u Cryptococcus neoformans and Cryptococcus gattii 1927,1927 and cryptococcus gattii neoformans u
1166,6,283,u Aspergillus,aspergillus u
1167,6,284,u Histoplasmosis (Histoplasma capsulatum),capsulatum histoplasma histoplasmosis u
1168,6,284,u Histoplasmosis (Histoplasma capsulatum),capsulatum histoplasma histoplasmosis u
1169,6,285,u Blastomycosis,blastomycosis u
1170,6,286,u Coccidioidomycosis (Coccidioides Species),coccidioides coccidioidomycosis species u
1171,6,286,u Coccidioidomycosis (Coccidioides Species),coccidioides coccidioidomycosis species u
1172,6,288,u Sporotrichosis (Sporothrix schenckii),schenckii sporothrix sporotrichosis u
1173,6,289,u Mucormycosis,mucormycosis u
1174,6,290,u Pneumocystis jirovecii,jirovecii pneumocystis u
1175,6,291,u Other Pathogenic Fungi,fungi other pathogenic u
1176,6,291,u Other Pathogenic Fungi,fungi other pathogenic u
1177,6,292,u Principles of Antiviral Therapy,antiviral of principles therapy u
1178,6,292,u Principles of Antiviral Therapy,antiviral of principles therapy u
1179,6,292,u Principles of Antiviral Therapy,antiviral of principles therapy u
1180,6,292,u Principles of Antiviral Therapy,antiviral of principles therapy u
1181,6,293,u Measles,measles u
1182,6,293,u Measles,measles u
1183,6,293,u Measles,measles u
1184,6,294,u Rubella,rubella u
1185,6,294,u Rubella,rubella u
1186,6,295,u Mumps,mumps u
1187,6,295,u Mumps,mumps u
1188,6,296,u Polioviruses,polioviruses u
1189,6,296,u Polioviruses,polioviruses u
1190,6,296,u Polioviruses,polioviruses u
1191,6,297,u Nonpolio Enteroviruses,enteroviruses nonpolio u
1192,6,297,u Nonpolio Enteroviruses,enteroviruses nonpolio u
1193,6,297,u Nonpolio Enteroviruses,enteroviruses nonpolio u
1194,6,297,u Nonpolio Enteroviruses,enteroviruses nonpolio u
1195,6,297,u Nonpolio Enteroviruses,enteroviruses nonpolio u
1196,6,298,u Parvoviruses,parvoviruses u
1197,6,298,u Parvoviruses,parvoviruses u
1198,6,299,u Herpes Simplex Virus,herpes simplex u virus
1199,6,299,u Herpes Simplex Virus,herpes simplex u virus
1200,6,299,u Herpes Simplex Virus,herpes simplex u virus
1201,6,299,u Herpes Simplex Virus,herpes simplex u virus
1202,6,300,u Varicella-Zoster Virus,u varicella virus zoster
1203,6,300,u Varicella-­Zoster Virus,u varicella virus zoster
1204,6,300,u Varicella-­Zoster Virus,u varicella virus zoster
1205,6,300,u Varicella-­Zoster Virus,u varicella virus zoster
1206,6,301,u Epstein-­Barr Virus,barr epstein u virus
1207,6,301,u Epstein-­Barr Virus,barr epstein u virus
1208,6,302,u Cytomegalovirus,cytomegalovirus u
1209,6,302,u Cytomegalovirus,cytomegalovirus u
1210,6,302,u Cytomegalovirus,cytomegalovirus u
1211,6,303,u Roseola (Human Herpesviruses 6 and 7) 2017,2017 6 7 and herpesviruses human roseola u
1212,6,304,u Human Herpesvirus 8 2019,2019 8 herpesvirus human u
1213,6,305,u Influenza Viruses,influenza u viruses
1214,6,305,u Influenza Viruses,influenza u viruses
1215,6,305,u Influenza Viruses,influenza u viruses
1216,6,306,u Parainfluenza Viruses,parainfluenza u viruses
1217,6,307,u Respiratory Syncytial Virus,respiratory syncytial u virus
1218,6,307,u Respiratory Syncytial Virus,respiratory syncytial u virus
1219,6,308,u Human Metapneumovirus 2033,2033 human metapneumovirus u
1220,6,310,u Rhinoviruses,rhinoviruses u
1221,6,311,u Coronaviruses,coronaviruses u
1222,6,311,u Coronaviruses,coronaviruses u
1223,6,311,u Coronaviruses,coronaviruses u
1224,6,311,u Coronaviruses,coronaviruses u
1225,6,311,u Coronaviruses,coronaviruses u
1226,6,311,u Coronaviruses,coronaviruses u
1227,6,311,u Coronaviruses,coronaviruses u
1228,6,312,"u Rotaviruses, Caliciviruses, and Astroviruses",and astroviruses caliciviruses rotaviruses u
1229,6,313,u Human Papillomaviruses,human papillomaviruses u
1230,6,313,u Human Papillomaviruses,human papillomaviruses u
1231,6,313,u Human Papillomaviruses,human papillomaviruses u
1232,6,314,u Arboviral Infections,arboviral infections u
1233,6,314,u Arboviral Infections,arboviral infections u
1234,6,314,u Arboviral Infections,arboviral infections u
1235,6,314,u Arboviral Infections,arboviral infections u
