section_id,chapter_id,section_number,title,title_tsv
863,1418,399.2,Acute Recurrent and Chronic,acute and chronic recurrent
864,1422,1.5,to 5.5 cm (average: 3 cm) in infants to 4 to 8 cm in adolescents;,3 4 5 8 adolescents average cm in infants to
865,1424,403.1,Evaluation of Patients with Possible,evaluation of patients possible with
866,1425,404.1,Neonatal Cholestasis,cholestasis neonatal
867,1428,404.2,Cholestasis in the Older Child,child cholestasis in older the
868,1428,405.1,Inherited Deficient Conjugation of,conjugation deficient inherited of
869,1428,404.2,Cholestasis in the Older Child,child cholestasis in older the
870,1428,405.1,Inherited Deficient Conjugation of,conjugation deficient inherited of
871,1430,405.2,Wilson Disease,disease wilson
872,1431,405.3,Indian Childhood Cirrhosis,childhood cirrhosis indian
873,1431,405.4,Neonatal Hemochromatosis,hemochromatosis neonatal
874,1431,405.5,Miscellaneous Metabolic Diseases of,diseases metabolic miscellaneous of
875,1433,0.1,mL/kg,kg ml
876,1433,0.2,mL/kg,kg ml
877,1433,0.2,mL/kg (repeat every 2 mo),2 every kg ml mo repeat
878,1433,0.1,mL/kg,kg ml
879,1437,0.5,(1),1
880,1440,12.7,years.,years
881,1442,408.1,Nonalcoholic Fatty Liver Disease,disease fatty liver nonalcoholic
882,1443,1.73,m2,m2
883,1458,418.1,Chylous Ascites,ascites chylous
884,1459,419.1,Acute Primary Peritonitis,acute peritonitis primary
885,1459,419.2,Acute Secondary Peritonitis,acute peritonitis secondary
886,1459,419.3,Acute Secondary Localized Peritonitis,acute localized peritonitis secondary
887,1459,420.1,Incisional Hernia,hernia incisional
888,1467,422.1,Extrapulmonary Diseases with,diseases extrapulmonary with
889,1472,423.1,Sudden Unexpected Postnatal,postnatal sudden unexpected
890,1476,426.1,Nasal Foreign Bodies,bodies foreign nasal
891,1476,426.2,Epistaxis,epistaxis
892,1483,1.2,million units,million units
893,1485,432.1,and 432.2). Deep neck infections can be accurately identified and,2 432 accurately and be can deep identified infections neck
894,1485,432.1,and 432.2). Deep neck infections can be accurately identified and,2 432 accurately and be can deep identified infections neck
895,1487,433.1,Infectious Upper Airway Obstruction,airway infectious obstruction upper
896,1488,433.2,Bacterial Tracheitis,bacterial tracheitis
897,1489,434.1,Laryngomalacia,laryngomalacia
898,1489,434.2,Congenital Subglottic Stenosis,congenital stenosis subglottic
899,1489,434.3,Vocal Cord Paralysis,cord paralysis vocal
900,1490,434.4,Congenital Laryngeal Webs and,and congenital laryngeal webs
901,1490,434.5,Congenital Subglottic Hemangioma,congenital hemangioma subglottic
902,1490,434.7,Posterior Laryngeal Cleft and,and cleft laryngeal posterior
903,1490,434.6,Laryngoceles and Saccular Cysts,and cysts laryngoceles saccular
904,1491,434.8,Vascular and Cardiac Anomalies,and anomalies cardiac vascular
905,1491,434.9,"Tracheal Stenoses, Webs, and Atresia",and atresia stenoses tracheal webs
906,1491,434.10,Foregut Cysts,cysts foregut
907,1491,434.11,Tracheomalacia and Bronchomalacia,and bronchomalacia tracheomalacia
908,1492,435.1,Laryngeal Foreign Bodies,bodies foreign laryngeal
909,1492,435.2,Tracheal Foreign Bodies,bodies foreign tracheal
910,1492,435.3,Bronchial Foreign Bodies,bodies bronchial foreign
911,1492,436.1,Congenital Subglottic Stenosis,congenital stenosis subglottic
912,1493,436.2,Acquired Laryngotracheal Stenosis,acquired laryngotracheal stenosis
913,1494,436.2,Acquired Laryngotracheal Stenosis,acquired laryngotracheal stenosis
914,1495,438.1,Vocal Nodules,nodules vocal
915,1495,438.2,Recurrent Respiratory Papillomatosis,papillomatosis recurrent respiratory
916,1495,438.3,Congenital Subglottic Hemangioma,congenital hemangioma subglottic
917,1495,438.6,Tracheal Neoplasms,neoplasms tracheal
918,1495,438.7,Bronchial Tumors,bronchial tumors
919,1495,438.4,Vascular Malformations,malformations vascular
920,1495,438.5,Other Laryngeal Neoplasms,laryngeal neoplasms other
921,1496,439.1,Wheezing in Infants: Bronchiolitis,bronchiolitis in infants wheezing
922,1497,439.2,Bronchitis,bronchitis
923,1501,443.1,Bronchiolitis Obliterans,bronchiolitis obliterans
924,1501,443.2,Follicular Bronchitis,bronchitis follicular
925,1501,443.3,Pulmonary Alveolar Microlithiasis,alveolar microlithiasis pulmonary
926,1503,444.1,Pulmonary Agenesis and Aplasia,agenesis and aplasia pulmonary
927,1503,444.2,Pulmonary Hypoplasia,hypoplasia pulmonary
928,1503,444.3,Congenital Pulmonary Airway,airway congenital pulmonary
929,1504,444.4,Pulmonary Sequestration,pulmonary sequestration
930,1504,444.5,Bronchogenic Cysts,bronchogenic cysts
931,1504,444.6,Congenital Pulmonary,congenital pulmonary
932,1505,444.7,Lung Hernia,hernia lung
933,1505,444.8,Other Congenital Malformations of,congenital malformations of other
934,1508,447.1,"predispose the affected patients to aspiration, although technically they do not cause aspiration by themselves. These include but are",affected although are aspiration but by cause do include not patients predispose technically the themselves these they to
935,1509,448.1,Hypersensitivity Pneumonia,hypersensitivity pneumonia
936,1511,448.2,Occupational and Environmental Lung,and environmental lung occupational
937,1512,448.3,Granulomatous Lung Disease,disease granulomatous lung
938,1515,448.4,Eosinophilic Lung Disease,disease eosinophilic lung
939,1518,448.5,Interstitial Lung Disease,disease interstitial lung
940,1518,16.2,"cases/100,000 children. This large range in prevalence is likely a",000 100 a cases children in is large likely prevalence range this
941,1518,448.16,"and 448.17). Growth disorders such as alveolar simplification, unique diseases of infancy such as neuroendocrine cell hyperplasia of infancy (NEHI), and disorders of surfactant metabolism",17 448 alveolar and as cell diseases disorders growth hyperplasia infancy metabolism nehi neuroendocrine of simplification such surfactant unique
942,1521,448.6,Neuroendocrine Cell Hyperplasia of,cell hyperplasia neuroendocrine of
943,1522,448.7,Fibrotic Lung Disease,disease fibrotic lung
944,1526,0.25,μg/L) may help determine when to stop treatment.,determine help l may stop to treatment when μg
945,1526,449.1,COVID-­19,19 covid
946,1529,451.2,Serofibrinous or Serosanguineous,or serofibrinous serosanguineous
947,1529,451.1,Dry Pleurisy,dry pleurisy
948,1530,451.3,Empyema,empyema
949,1544,456.1,Inherited Disorders of Surfactant,disorders inherited of surfactant
950,1545,456.2,Pulmonary Alveolar Proteinosis,alveolar proteinosis pulmonary
951,1548,458.1,Pulmonary Embolus and Infarction,and embolus infarction pulmonary
952,1551,2.5,mg twice a day,a day mg twice
953,1551,458.2,Pulmonary Hemorrhage and,and hemorrhage pulmonary
954,1559,467.1,Pectus Excavatum (Funnel Chest),chest excavatum funnel pectus
955,1559,467.2,Pectus Carinatum and Sternal Clefts,and carinatum clefts pectus sternal
956,1559,467.3,Asphyxiating Thoracic Dystrophy,asphyxiating dystrophy thoracic
957,1559,467.4,Achondroplasia,achondroplasia
958,1560,467.5,Kyphoscoliosis: Adolescent Idiopathic,adolescent idiopathic kyphoscoliosis
959,1560,467.6,Congenital Rib Anomalies,anomalies congenital rib
960,1560,468.1,Chronic Respiratory Failure and Long-­,and chronic failure long respiratory
961,1561,468.2,Congenital Central Hypoventilation,central congenital hypoventilation
962,1564,468.3,Rapid-­Onset Obesity with Hypothalamic,hypothalamic obesity onset rapid with
963,1564,1.5,years of age; central hypoventilation beginning after age 1.5 years;,1 5 after age beginning central hypoventilation of years
964,1565,468.4,Long-­Term Ventilation and Technology,and long technology term ventilation
965,1567,469.1,Early Cardiac Morphogenesis,cardiac early morphogenesis
966,1567,469.2,Cardiac Looping,cardiac looping
967,1567,469.3,Cardiac Septation,cardiac septation
968,1568,469.4,Aortic Arch Development,aortic arch development
969,1568,469.5,Cardiac Differentiation,cardiac differentiation
970,1568,469.6,Developmental Changes in Cardiac,cardiac changes developmental in
971,1569,470.1,The Fetal Circulation,circulation fetal the
972,1569,470.2,The Transitional Circulation,circulation the transitional
973,1569,470.3,The Neonatal Circulation,circulation neonatal the
974,1569,470.4,Persistent Pulmonary Hypertension,hypertension persistent pulmonary
975,1574,472.1,Radiologic Cardiac Assessment,assessment cardiac radiologic
976,1575,472.2,Electrocardiography,electrocardiography
977,1578,472.3,Hematologic Data in Cardiovascular,cardiovascular data hematologic in
978,1578,472.4,Echocardiography,echocardiography
979,1580,472.5,Exercise Testing,exercise testing
980,1580,472.6,Cardiac Imaging Studies,cardiac imaging studies
981,1580,472.7,Diagnostic and Interventional Cardiac,and cardiac diagnostic interventional
982,1589,475.2,Ostium Secundum Defect,defect ostium secundum
983,1589,475.1,Atrial Septal Defect,atrial defect septal
984,1591,475.3,Sinus Venosus Atrial Septal Defect,atrial defect septal sinus venosus
985,1591,475.4,Partial Anomalous Pulmonary,anomalous partial pulmonary
986,1591,475.2,"and 475.3). When an ASD is detected by echocardiography, one",3 475 an and asd by detected echocardiography is one when
987,1591,475.5,Atrioventricular Septal Defects,atrioventricular defects septal
988,1592,475.6,Ventricular Septal Defect,defect septal ventricular
989,1593,475.7,Supracristal Ventricular Septal Defect,defect septal supracristal ventricular
990,1593,475.8,Patent Ductus Arteriosus,arteriosus ductus patent
991,1594,475.9,Aortopulmonary Window Defect,aortopulmonary defect window
992,1595,475.10,Coronary Artery Fistula,artery coronary fistula
993,1595,475.11,Ruptured Sinus of Valsalva Aneurysm,aneurysm of ruptured sinus valsalva
994,1595,476.1,Pulmonary Valve Stenosis with Intact,intact pulmonary stenosis valve with
995,1596,476.2,Infundibular Pulmonary Stenosis and,and infundibular pulmonary stenosis
996,1596,476.3,Pulmonary Stenosis in Combination,combination in pulmonary stenosis
997,1596,476.4,Peripheral Pulmonary Stenosis,peripheral pulmonary stenosis
998,1596,476.5,Aortic Stenosis,aortic stenosis
999,1598,476.6,Coarctation of the Aorta,aorta coarctation of the
1000,1599,476.7,Coarctation with Ventricular Septal,coarctation septal ventricular with
1001,1599,476.8,Coarctation with Other Cardiac,cardiac coarctation other with
1002,1599,476.9,Congenital Mitral Stenosis,congenital mitral stenosis
1003,1599,476.10,Pulmonary Venous Hypertension,hypertension pulmonary venous
1004,1600,477.1,Pulmonary Valvular Insufficiency and,and insufficiency pulmonary valvular
1005,1600,477.2,Congenital Mitral Insufficiency,congenital insufficiency mitral
1006,1600,477.3,Mitral Valve Prolapse,mitral prolapse valve
1007,1600,477.4,Tricuspid Regurgitation,regurgitation tricuspid
1008,1600,477.3,Mitral Valve Prolapse,mitral prolapse valve
1009,1600,477.4,Tricuspid Regurgitation,regurgitation tricuspid
1010,1601,479.1,Tetralogy of Fallot,fallot of tetralogy
1011,1603,479.2,Tetralogy of Fallot with Pulmonary,fallot of pulmonary tetralogy with
1012,1604,479.3,Pulmonary Atresia with Intact,atresia intact pulmonary with
1013,1604,479.4,Tricuspid Atresia,atresia tricuspid
1014,1605,479.5,Double-­Outlet Right Ventricle,double outlet right ventricle
1015,1606,479.6,Transposition of the Great Arteries,arteries great of the transposition
1016,1606,479.7,Ebstein Anomaly of the Tricuspid,anomaly ebstein of the tricuspid
1017,1607,480.2,d-­Transposition of the Great Arteries,arteries d great of the transposition
1018,1607,480.1,d-­Transposition of the Great Arteries,arteries d great of the transposition
1019,1608,480.3,Transposition of the Great Arteries,arteries great of the transposition
1020,1608,480.4,l-­Transposition of the Great Arteries,arteries great l of the transposition
1021,1609,480.5,Double-­Outlet Right Ventricle,double outlet right ventricle
1022,1609,480.6,Double-­Outlet Right Ventricle with,double outlet right ventricle with
1023,1609,480.7,Total Anomalous Pulmonary Venous,anomalous pulmonary total venous
1024,1610,480.8,Truncus Arteriosus,arteriosus truncus
1025,1610,480.9,Single Ventricle (Double-­Inlet,double inlet single ventricle
1026,1611,480.10,Hypoplastic Left Heart Syndrome,heart hypoplastic left syndrome
1027,1612,480.11,Abnormal Positions of the Heart,abnormal heart of positions the
1028,1614,481.1,Anomalies of the Aortic Arch,anomalies aortic arch of the
1029,1615,481.2,Anomalous Origin of the Coronary,anomalous coronary of origin the
1030,1616,481.3,Pulmonary Arteriovenous Fistula,arteriovenous fistula pulmonary
1031,1616,481.4,Ectopia Cordis,cordis ectopia
1032,1616,481.5,Diverticulum of the Left Ventricle,diverticulum left of the ventricle
1033,1617,482.1,Primary Pulmonary Hypertension,hypertension primary pulmonary
1034,1617,482.1,and 482.2). PH is often characterized by progressive vascular,2 482 and by characterized is often ph progressive vascular
1035,1617,1.1,Idiopathic PAH,idiopathic pah
1036,1617,1.2,Heritable PAH,heritable pah
1037,1617,1.3,Drug-­ and toxin-­induced PAH,and drug induced pah toxin
1038,1617,1.4,PAH associated with:,associated pah with
1039,1617,1.5,PAH long-­term responders to calcium channel blockers,blockers calcium channel long pah responders term to
1040,1617,1.6,PAH with overt features of venous/capillaries (PVOD/PCH),capillaries features of overt pah pch pvod venous with
1041,1617,1.7,Persistent PH of the newborn syndrome,newborn of persistent ph syndrome the
1042,1617,2.1,PH due to heart failure with preserved LVEF,due failure heart lvef ph preserved to with
1043,1617,2.2,PH due to heart failure with reduced LVEF,due failure heart lvef ph reduced to with
1044,1617,2.3,Valvular heart disease,disease heart valvular
1045,1617,2.4,Congenital/acquired cardiovascular conditions leading to,acquired cardiovascular conditions congenital leading to
1046,1617,3.1,Obstructive lung disease,disease lung obstructive
1047,1617,3.2,Restrictive lung disease,disease lung restrictive
1048,1617,3.3,Other lung disease with mixed restrictive/obstructive pattern,disease lung mixed obstructive other pattern restrictive with
1049,1617,3.4,Hypoxia without lung disease,disease hypoxia lung without
1050,1617,3.5,Developmental lung disorders,developmental disorders lung
1051,1617,4.1,Chronic thromboembolic pulmonary hypertension,chronic hypertension pulmonary thromboembolic
1052,1617,4.2,Other pulmonary artery obstructions,artery obstructions other pulmonary
1053,1617,5.1,Hematologic disorders,disorders hematologic
1054,1617,5.2,Systemic and metabolic disorders,and disorders metabolic systemic
1055,1617,5.3,Others,others
1056,1617,5.4,Complex congenital heart disease.,complex congenital disease heart
1057,1617,482.2,Pulmonary Vascular Disease,disease pulmonary vascular
1058,1620,483.1,Congenital Heart Disease in Adults,adults congenital disease heart in
1059,1623,484.1,Principles of Antiarrhythmic Therapy,antiarrhythmic of principles therapy
1060,1623,484.2,Sinus Arrhythmias and Extrasystoles,and arrhythmias extrasystoles sinus
1061,1625,484.3,Supraventricular Tachycardia,supraventricular tachycardia
1062,1628,484.4,Ventricular Tachyarrhythmias,tachyarrhythmias ventricular
1063,1628,484.5,Long QT Syndromes,long qt syndromes
1064,1629,484.6,Sinus Node Dysfunction,dysfunction node sinus
1065,1630,2.52,sec,sec
1066,1630,2.0,sec,sec
1067,1630,484.7,Atrioventricular Block,atrioventricular block
1068,1639,488.1,Dilated Cardiomyopathy,cardiomyopathy dilated
1069,1639,488.4,"and 488.5). Disorders of fatty acid oxidation present with systemic derangements of metabolism (hypoketotic hypoglycemia, acidosis, and hepatic dysfunction), some with peripheral myopathy and",488 5 acid acidosis and derangements disorders dysfunction fatty hepatic hypoglycemia hypoketotic metabolism myopathy of oxidation peripheral present some systemic with
1070,1643,488.2,Hypertrophic Cardiomyopathy,cardiomyopathy hypertrophic
1071,1644,488.3,Restrictive Cardiomyopathy,cardiomyopathy restrictive
1072,1645,488.4,"Left Ventricular Noncompaction,",left noncompaction ventricular
1073,1645,488.5,Myocarditis,myocarditis
1074,1647,489.1,Acute Pericarditis,acute pericarditis
1075,1648,489.2,Constrictive Pericarditis,constrictive pericarditis
1076,1650,491.5,lists other causes of an elevated BNP.,an bnp causes elevated lists of other
1077,1652,491.4,and the dosing in Table 491.7.,491 7 and dosing in table the
1078,1653,491.1,Cardiogenic Shock,cardiogenic shock
1079,1653,492.1,Pediatric Heart Transplantation,heart pediatric transplantation
1080,1653,492.1,Pediatric Heart Transplantation,heart pediatric transplantation
1081,1655,492.2,Heart-­Lung and Lung Transplantation,and heart lung transplantation
1082,1655,493.1,Aneurysms,aneurysms
1083,1655,493.2,Arteriovenous Fistulas,arteriovenous fistulas
1084,1656,493.4,Arterial Tortuosity,arterial tortuosity
1085,1656,493.3,Generalized Arterial Calcification of,arterial calcification generalized of
1086,1661,3.3,mg/kg/day up to 100 mg/day,100 day kg mg to up
1087,1661,0.2,mg/kg/day up to,day kg mg to up
1088,1661,0.5,mg/kg/dose (0.05 mg/,0 05 dose kg mg
1089,1661,0.08,mg/kg/day,day kg mg
1090,1661,0.1,mg/kg/day up to,day kg mg to up
1091,1661,0.07,mg/kg/day up to,day kg mg to up
1092,1661,1.6,mg/m2/day,day m2 mg
1093,1661,0.6,mg/kg/day up to 40 mg/day,40 day kg mg to up
1094,1661,0.6,mg/kg/day up to 40 mg/day,40 day kg mg to up
1095,1661,0.6,mg/kg/day up to 40 mg/day,40 day kg mg to up
1096,1661,0.6,mg/kg/day up to 40 mg/day,40 day kg mg to up
1097,1661,0.75,mg/kg/day up to,day kg mg to up
1098,1661,1.4,mg/kg/day up to 100 mg/day,100 day kg mg to up
1099,1661,0.1,mg/kg/dose up to,dose kg mg to up
1100,1661,6.25,mg bid,bid mg
1101,1661,0.5,mg/kg/dose up to 25 mg bid,25 bid dose kg mg to up
1102,1661,2.5,mg/day,day mg
1103,1661,0.6,mg/kg/day up to 10 mg/day,10 day kg mg to up
1104,1661,0.3,mg/kg/day,day kg mg
1105,1661,0.25,mg/kg/dose,dose kg mg
1106,1661,7.5,mg/kg/day up to 200 mg/day,200 day kg mg to up
1107,1662,0.25,"mg/kg/dose, up to 25 mg/",25 dose kg mg to up
1108,1670,500.1,Anemia of Chronic Disease,anemia chronic disease of
1109,1671,500.1,Anemia of Chronic Disease,anemia chronic disease of
1110,1671,500.2,Anemia of Renal Disease,anemia disease of renal
1111,1673,58.7,%,
1112,1673,17.3,%,
1113,1673,14.8,%,
1114,1673,3.3,%,
1115,1673,2.2,%,
1116,1673,0.4,%,
1117,1673,0.4,%,
1118,1673,1.4,%,
1119,1673,1.8,%,
1120,1673,3.4,%,
1121,1673,12.1,%,
1122,1673,1.4,%,
1123,1673,77.9,%,
1124,1673,4.0,%,
1125,1673,1.1,%,
1126,1675,503.1,Folic Acid Deficiency,acid deficiency folic
1127,1676,503.2,Vitamin B12 (Cobalamin) Deficiency,b12 cobalamin deficiency vitamin
1128,1677,503.3,Other Rare Megaloblastic Anemias,anemias megaloblastic other rare
1129,1677,503.3,Other Rare Megaloblastic Anemias,anemias megaloblastic other rare
1130,1683,4.1,"complex, leading to membrane instability (see Fig. 507.1). The usual",1 507 complex fig instability leading membrane see the to usual
1131,1684,4.1,"complex, leading to membrane instability (see Fig. 507.1). The usual",1 507 complex fig instability leading membrane see the to usual
1132,1686,511.1,Sickle Cell Disease,cell disease sickle
1133,1692,511.2,Sickle Cell Trait (Hemoglobin AS),as cell hemoglobin sickle trait
1134,1692,511.3,Other Hemoglobinopathies,hemoglobinopathies other
1135,1692,511.4,Unstable Hemoglobin Disorders,disorders hemoglobin unstable
1136,1693,511.5,Abnormal Hemoglobins with,abnormal hemoglobins with
1137,1693,511.7,Hereditary Methemoglobinemia,hereditary methemoglobinemia
1138,1693,511.6,Abnormal Hemoglobins Causing,abnormal causing hemoglobins
1139,1693,511.8,Hereditary Methemoglobinemia with,hereditary methemoglobinemia with
1140,1693,11.7,g/dL × 0.01 = 0.117 g/dL (left) and 11.7 g/dL × 0.72 = 8.42 g/dL,0 01 11 117 42 7 72 8 and dl g left
1141,1693,0.1,"mL of a 0.144 molar solution of sodium nitrate (right), and 0.1 mL of",0 1 144 a and ml molar nitrate of right sodium solution
1142,1693,511.9,Syndromes of Hereditary Persistence,hereditary of persistence syndromes
1143,1694,511.10,Thalassemia Syndromes,syndromes thalassemia
1144,1695,10.5,"g/dL. Ongoing monitoring for transfusion-­associated transmitted infections (hepatitis A, B, and C, HIV), alloimmunization, annual",a alloimmunization and annual associated b c dl for g hepatitis hiv infections monitoring ongoing transfusion transmitted
1145,1697,512.1,Pyruvate Kinase Deficiency,deficiency kinase pyruvate
1146,1698,512.2,Other Glycolytic Enzyme Deficiencies,deficiencies enzyme glycolytic other
1147,1698,512.3,Glucose-­6-­Phosphate Dehydrogenase,6 dehydrogenase glucose phosphate
1148,1713,523.1,and Fig. 523.1). Taking nucleic acid amplification testing (NAT),1 523 acid amplification and fig nat nucleic taking testing
1149,1715,524.1,Clinical and Laboratory Evaluation of,and clinical evaluation laboratory of
1150,1717,524.1,provides an approach to the differential diagnosis of many common bleeding disorders based on screening tests.,an approach based bleeding common diagnosis differential disorders many of on provides screening tests the to
1151,1717,11.2,(9.5-­12.6),12 5 6 9
1152,1717,11.0,(9.7-­12.8),12 7 8 9
1153,1717,11.0,(9.8-­13.0),0 13 8 9
1154,1717,11.3,(9.9-­13.4),13 4 9
1155,1717,11.7,(10.0-­14.6),0 10 14 6
1156,1717,11.8,(10.0-­14.1),0 1 10 14
1157,1717,10.9,(9.2-­12.2),12 2 9
1158,1717,35.4,(27.6-­45.6),27 45 6
1159,1717,33.5,(24.8-­40.7),24 40 7 8
1160,1717,32.4,(25.1-­40.7),1 25 40 7
1161,1717,31.6,(24.0-­39.2),0 2 24 39
1162,1717,31.6,(26.9-­38.7),26 38 7 9
1163,1717,31.0,(24.6-­38.4),24 38 4 6
1164,1717,31.7,(27.8-­36.3),27 3 36 8
1165,1717,2.54,(1.43-­4.02),02 1 4 43
1166,1717,2.26,(1.50-­3.76),1 3 50 76
1167,1717,2.33,(1.57-­3.60),1 3 57 60
1168,1717,2.73,(1.88-­4.13),1 13 4 88
1169,1717,2.78,(1.89-­4.75),1 4 75 89
1170,1717,2.66,(1.77-­4.20),1 20 4 77
1171,1717,2.75,(2.17-­3.42),17 2 3 42
1172,1718,525.1,Factor VIII or Factor IX Deficiency,deficiency factor ix or viii
1173,1718,524.1,in Chapter 524 for a depiction of the in vitro clotting process as it,524 a as chapter clotting depiction for in it of process the vitro
1174,1720,525.2,Factor XI Deficiency,deficiency factor xi
1175,1720,525.3,Deficiencies of the Contact Factors,contact deficiencies factors of the
1176,1720,525.4,Factor VII Deficiency,deficiency factor vii
1177,1720,525.5,Factor X Deficiency,deficiency factor x
1178,1720,525.6,Prothrombin (Factor II) Deficiency,deficiency factor ii prothrombin
1179,1720,525.7,Factor V Deficiency,deficiency factor v
1180,1720,525.8,Combined Deficiency of Factors V,combined deficiency factors of v
1181,1720,525.9,Congenital Fibrinogen Disorders,congenital disorders fibrinogen
1182,1720,525.10,Factor XIII Deficiency (Fibrin-­Stabilizing,deficiency factor fibrin stabilizing xiii
1183,1720,525.11,Antiplasmin or Plasminogen,antiplasmin or plasminogen
1184,1722,0.3,μg/kg IV†,iv kg μg
1185,1724,528.1,Anticoagulant and Thrombolytic,and anticoagulant thrombolytic
1186,1724,528.4,and 528.5). Clinical trials of several direct oral anticoagulants,5 528 and anticoagulants clinical direct of oral several trials
1187,1728,533.1,Immune Thrombocytopenia,immune thrombocytopenia
1188,1731,533.2,Drug-­Induced Thrombocytopenia,drug induced thrombocytopenia
1189,1731,533.3,Nonimmune Platelet Destruction,destruction nonimmune platelet
1190,1731,533.4,Hemolytic-­Uremic Syndrome,hemolytic syndrome uremic
1191,1731,533.5,Thrombotic Thrombocytopenic,thrombocytopenic thrombotic
1192,1731,533.6,Kasabach-­Merritt Syndrome,kasabach merritt syndrome
1193,1731,533.7,Sequestration,sequestration
1194,1731,533.8,Congenital Thrombocytopenic,congenital thrombocytopenic
1195,1732,533.9,Neonatal Thrombocytopenia,neonatal thrombocytopenia
1196,1732,533.10,Thrombocytopenia From Acquired,acquired from thrombocytopenia
1197,1732,533.11,Platelet Function Disorders,disorders function platelet
1198,1732,533.12,Acquired Disorders of Platelet,acquired disorders of platelet
1199,1733,533.13,Congenital Abnormalities of Platelet,abnormalities congenital of platelet
1200,1733,533.14,Disorders of the Blood Vessels,blood disorders of the vessels
1201,1733,533.14,Disorders of the Blood Vessels,blood disorders of the vessels
1202,1741,539.1,Kikuchi-­Fujimoto Disease (Histiocytic,disease fujimoto histiocytic kikuchi
1203,1741,539.2,Sinus Histiocytosis with Massive,histiocytosis massive sinus with
1204,1742,539.3,Castleman Disease (Angiofollicular,angiofollicular castleman disease
1205,1742,4.5,(37/4),37 4
1206,1742,0.8,(—),
1207,1742,0.4,(0.7),0 7
1208,1753,544.1,Acute Lymphoblastic Leukemia,acute leukemia lymphoblastic
1209,1755,2.2,(CI:1.6–3.0),0 1 3 6 ci
1210,1755,0.1,197,197
1211,1755,1.9,(CI:1.3–2.7),1 2 3 7 ci
1212,1755,0.1,197,197
1213,1755,544.2,Acute Myelogenous Leukemia,acute leukemia myelogenous
1214,1756,544.3,Down Syndrome and Acute,acute and down syndrome
1215,1756,544.4,Chronic Myelogenous Leukemia,chronic leukemia myelogenous
1216,1757,544.5,Juvenile Myelomonocytic Leukemia,juvenile leukemia myelomonocytic
1217,1757,544.6,Infant Leukemia,infant leukemia
1218,1757,545.1,Hodgkin Lymphoma,hodgkin lymphoma
1219,1759,545.2,Non-­Hodgkin Lymphoma,hodgkin lymphoma non
1220,1761,545.8,and 545.9). Surgery is used mainly for diagnosis. Radiation,545 9 and diagnosis for is mainly radiation surgery used
1221,1762,545.3,Late Effects in Children and,and children effects in late
1222,1762,545.3,Late Effects in Children and,and children effects in late
1223,1765,546.7,"A, Sagittal T1-­",a sagittal t1
1224,1765,546.9,"A, Sagittal T1-­",a sagittal t1
1225,1770,548.1,Wilms Tumor,tumor wilms
1226,1770,548.1,Wilms Tumor,tumor wilms
1227,1773,548.2,Other Pediatric Renal Tumors,other pediatric renal tumors
1228,1776,550.1,Malignant Tumors of Bone,bone malignant of tumors
1229,1777,550.2,Benign Tumors and Tumor-­Like,and benign like tumor tumors
1230,1779,2.1,mean). Open biopsy and bone grafting with or without internal,and biopsy bone grafting internal mean open or with without
1231,1787,555.1,Thyroid Tumors,thyroid tumors
1232,1788,555.2,Nasopharyngeal Carcinoma,carcinoma nasopharyngeal
1233,1788,555.3,Adenocarcinoma of the Colon and,adenocarcinoma and colon of the
1234,1788,555.4,Adrenal Tumors,adrenal tumors
1235,1788,555.5,Desmoplastic Small Round Cell Tumor,cell desmoplastic round small tumor
1236,1789,556.1,Langerhans Cell Histiocytosis,cell histiocytosis langerhans
1237,1792,556.2,Hemophagocytic Lymphohistiocytosis,hemophagocytic lymphohistiocytosis
1238,1794,556.3,Other Histiocytoses,histiocytoses other
1239,1794,557.1,Anatomy of the Glomerulus,anatomy glomerulus of the
1240,1795,557.2,Glomerular Filtration,filtration glomerular
1241,1795,557.3,Glomerular Diseases,diseases glomerular
1242,1798,559.1,Immunoglobulin A Nephropathy,a immunoglobulin nephropathy
1243,1798,559.2,Alport Syndrome,alport syndrome
1244,1799,559.3,Thin Basement Membrane Disease,basement disease membrane thin
1245,1799,559.4,Acute Poststreptococcal,acute poststreptococcal
1246,1800,559.5,Membranous Nephropathy,membranous nephropathy
1247,1801,559.6,Membranoproliferative,membranoproliferative
1248,1801,559.7,Rapidly Progressive (Crescentic),crescentic progressive rapidly
1249,1802,560.1,Chronic Infections,chronic infections
1250,1802,560.2,Glomerulonephritis Associated with,associated glomerulonephritis with
1251,1803,560.3,IgA Vasculitis Nephritis,iga nephritis vasculitis
1252,1804,560.4,Goodpasture Disease,disease goodpasture
1253,1804,560.5,Hemolytic-­Uremic Syndrome,hemolytic syndrome uremic
1254,1806,560.6,Toxic Nephropathy,nephropathy toxic
1255,1806,560.7,Cortical Necrosis,cortical necrosis
1256,1806,560.8,Coagulopathies and,and coagulopathies
1257,1807,561.1,Pyelonephritis,pyelonephritis
1258,1807,561.2,Tubulointerstitial Nephritis,nephritis tubulointerstitial
1259,1809,561.3,Papillary Necrosis,necrosis papillary
1260,1809,561.4,Acute Tubular Necrosis,acute necrosis tubular
1261,1810,562.1,Vascular Abnormalities,abnormalities vascular
1262,1810,562.2,Renal Vein Thrombosis,renal thrombosis vein
1263,1810,562.3,Sickle Cell Nephropathy,cell nephropathy sickle
1264,1810,562.4,Idiopathic Hypercalciuria,hypercalciuria idiopathic
